Age,Income,Employment_Years,Education_Level,Credit_Score,Loan_Purpose,Loan_Amount,Loan_Term_Days,Number_of_Open_Accounts,Outstanding Debt,DTI,Credit_Worthy
23,793617,11.76,4,844,2,46535,52,3,64812,8.17,1
58,353134,44.32,2,458,1,3894,290,1,2734,0.77,0
56,514670,13.94,1,625,2,69226,237,2,69604,13.52,1
21,821818,10.89,3,879,3,14798,277,8,11128,1.35,1
30,911150,12.53,4,725,1,12432,280,7,12011,1.32,1
19,843857,40.34,1,399,3,9693,44,13,36007,4.27,0
22,141635,28.63,3,832,3,58232,254,10,28654,20.23,1
61,718614,32.88,4,810,3,95743,359,3,24374,3.39,1
44,240935,41.31,3,713,3,97126,134,4,7211,2.99,1
49,531566,41.03,4,750,2,11136,56,14,66324,12.48,1
38,73634,33.25,3,714,3,94197,14,13,24619,33.43,1
25,723022,8.9,2,427,2,80008,178,3,15061,2.08,0
55,893420,37.95,3,839,3,53264,101,13,45257,5.07,1
25,779144,9.17,3,745,1,19451,180,4,65244,8.37,1
20,912769,33.43,4,891,3,95963,257,8,22169,2.43,1
61,512503,30.85,4,771,3,58513,268,9,53474,10.43,1
20,238599,34.15,2,394,1,18159,362,7,28482,11.94,0
39,257919,23.97,4,853,1,27288,37,9,71177,27.6,1
23,488668,28.74,3,728,3,98691,204,14,3411,0.7,1
19,423359,42.9,4,831,3,67952,259,9,34127,8.06,1
40,504607,4.55,4,877,2,81895,155,7,43202,8.56,1
61,953085,13.9,4,724,1,11929,238,7,16922,1.78,1
19,611731,27.51,2,331,1,73773,309,8,53021,8.67,0
55,311568,43.38,2,655,2,24602,100,12,37345,11.99,1
34,370988,4.3,1,336,3,27304,273,10,20910,5.64,0
52,848416,1.01,2,425,3,1365,113,12,19968,2.35,0
51,61505,2.51,2,437,1,35851,110,12,7899,12.84,0
40,122478,2.36,2,399,2,87921,143,3,50503,41.23,0
47,82699,40.85,3,541,3,24415,167,8,41905,50.67,0
25,964461,32.46,1,544,1,47557,260,1,26400,2.74,0
39,438680,30.47,3,726,3,46975,145,13,28475,6.49,1
61,920444,23.52,2,508,3,60459,230,6,53460,5.81,0
53,174721,35.19,2,690,3,43520,268,2,19310,11.05,1
22,979569,7.0,1,398,1,33479,32,7,41956,4.28,0
30,841190,17.64,1,436,2,64202,299,13,32011,3.81,0
46,156668,22.05,4,886,2,54764,219,3,14288,9.12,1
48,298518,4.97,2,335,3,92788,177,11,22391,7.5,0
64,662974,18.88,2,417,2,71060,104,10,8542,1.29,0
33,285919,14.24,3,857,3,75575,236,5,17922,6.27,1
59,833820,1.6,4,718,1,59569,93,10,43938,5.27,1
47,405944,6.15,2,468,1,95889,201,2,51881,12.78,0
33,827461,34.38,3,754,1,34496,299,1,40150,4.85,1
29,628269,0.81,1,383,3,13276,231,5,53499,8.52,0
34,335783,42.04,3,705,2,65136,255,9,67903,20.22,1
33,134010,3.89,2,678,1,8007,85,9,39797,29.7,1
29,952149,35.97,3,806,3,3472,35,7,43197,4.54,1
25,575393,40.44,3,787,2,27672,117,14,62760,10.91,1
37,543472,42.35,4,849,2,24692,176,9,6042,1.11,1
20,426884,39.04,4,897,2,13202,276,4,4175,0.98,1
33,279021,12.94,1,451,3,25742,85,3,62934,22.56,0
47,167032,14.99,4,761,3,3239,117,11,33692,20.17,1
62,670807,19.19,3,869,3,77279,362,4,3304,0.49,1
40,162429,6.27,4,849,1,18743,204,7,46654,28.72,1
45,477820,1.0,2,509,3,60217,146,8,27178,5.69,0
57,909171,39.11,3,843,1,28880,215,2,9891,1.09,1
22,333940,24.94,3,840,1,82303,105,5,26807,8.03,1
37,297948,27.39,3,819,1,60432,349,5,73137,24.55,1
57,672020,41.71,2,592,3,30732,297,13,27231,4.05,0
61,689986,29.93,3,879,1,38593,356,9,16467,2.39,1
18,179204,31.09,4,851,3,48452,69,13,16477,9.19,1
47,814383,35.41,2,424,3,29508,255,13,55913,6.87,0
38,943953,5.24,3,716,1,89938,231,13,27733,2.94,1
37,301209,16.21,4,715,1,87257,203,3,7376,2.45,1
23,907935,43.57,4,828,1,78855,362,12,7838,0.86,1
39,125072,41.53,1,640,3,26039,248,6,23109,18.48,1
35,684490,39.78,4,824,3,46980,249,10,17852,2.61,1
25,109360,20.34,4,700,1,36943,144,12,26601,24.32,1
56,82287,38.57,1,585,1,78414,283,5,15189,18.46,0
49,258009,2.18,1,579,2,39030,356,2,44778,17.36,0
50,727062,6.68,2,345,1,29970,241,2,5490,0.76,0
33,712353,18.63,4,701,2,87757,341,4,74520,10.46,1
29,707235,21.75,2,442,2,58244,229,12,8696,1.23,0
55,790644,11.86,2,584,3,58203,31,4,231,0.03,0
51,681414,16.04,3,798,3,40870,109,7,32104,4.71,1
31,250881,7.32,2,617,2,30258,27,14,26351,10.5,1
53,127357,22.01,2,312,2,89092,343,12,51409,40.37,0
50,461733,35.72,2,620,1,47501,160,14,20355,4.41,1
40,227440,29.76,2,344,2,13092,17,1,49536,21.78,0
62,573958,4.85,1,346,1,25490,267,11,11356,1.98,0
19,855544,21.94,4,715,3,45958,129,6,30239,3.53,1
58,894820,31.39,3,825,1,16856,220,11,17145,1.92,1
38,371300,23.85,1,406,3,22071,82,13,70780,19.06,0
19,179379,17.63,3,702,2,7171,49,9,50095,27.93,1
44,788447,27.99,3,803,2,93210,41,2,10595,1.34,1
26,218159,43.59,1,394,2,46617,20,12,16993,7.79,0
18,854354,4.27,2,432,1,84911,327,5,60437,7.07,0
28,214152,17.55,1,647,3,6686,37,10,29894,13.96,1
20,899780,18.3,3,714,3,19803,39,11,43389,4.82,1
40,623623,25.96,3,882,3,92401,109,10,13043,2.09,1
43,832744,6.85,2,449,3,76277,64,4,27578,3.31,0
21,86985,7.95,1,336,3,36835,175,4,13495,15.51,0
35,675032,12.84,4,856,1,66458,279,8,39249,5.81,1
23,796001,43.01,3,853,3,98625,32,14,34763,4.37,1
52,995112,33.03,1,625,2,39748,209,6,73305,7.37,1
39,503178,29.78,2,438,3,12229,19,7,1012,0.2,0
60,907395,36.76,2,399,2,81179,106,11,61383,6.76,0
32,191349,5.74,4,847,1,91599,206,12,36837,19.25,1
39,575839,38.67,3,783,1,36756,247,9,61558,10.69,1
54,634101,26.77,4,790,2,29765,323,13,61614,9.72,1
59,469813,15.09,4,897,3,13599,167,3,24282,5.17,1
29,907457,36.71,4,732,1,75988,89,11,15949,1.76,1
64,406486,36.12,4,820,1,19754,316,2,23640,5.82,1
59,720572,38.06,2,329,1,75753,11,3,10237,1.42,0
55,29637,5.2,3,333,3,86713,49,8,24460,82.53,0
35,849690,43.62,4,832,2,69629,61,13,64590,7.6,1
62,973197,43.18,3,839,2,19082,171,9,25801,2.65,1
52,947328,16.09,2,375,3,81948,143,10,30272,3.2,0
47,673841,2.97,2,374,1,79974,207,5,4179,0.62,0
41,571238,7.52,1,607,3,30273,201,8,13277,2.32,1
59,436704,44.68,1,606,3,37625,5,14,14829,3.4,1
47,672158,25.34,3,848,2,92326,211,11,6150,0.91,1
31,517760,16.05,1,357,3,27428,29,7,29019,5.6,0
23,20215,12.97,4,397,3,11460,190,12,53782,266.05,0
20,387747,11.56,3,824,1,22725,188,14,31377,8.09,1
33,817955,29.89,2,648,1,44994,325,12,43963,5.37,1
24,875121,18.87,2,433,2,97486,255,13,71453,8.16,0
31,43834,43.44,4,525,1,16571,150,9,4547,10.37,0
26,316618,30.77,1,499,3,39983,13,4,60561,19.13,0
32,587354,35.64,3,736,3,92912,157,13,15362,2.62,1
38,292544,13.17,3,837,3,2803,80,10,68896,23.55,1
52,931643,3.56,4,893,2,76787,356,3,54166,5.81,1
19,554633,21.95,1,355,1,51670,273,9,40373,7.28,0
44,53896,14.16,3,638,3,92634,148,8,36783,68.25,0
19,498646,9.09,4,770,1,69783,206,7,900,0.18,1
52,835331,42.87,3,765,1,65624,114,1,983,0.12,1
35,519387,19.98,2,600,1,34615,6,2,74061,14.26,0
31,834661,7.86,3,786,1,73868,278,9,69844,8.37,1
37,530269,8.94,3,794,2,15251,232,5,72290,13.63,1
35,287727,12.63,3,895,2,75966,137,1,43174,15.01,1
27,942401,44.97,1,491,2,49290,160,9,40509,4.3,0
42,533622,12.06,1,443,3,76912,344,1,38795,7.27,0
19,91537,14.8,4,709,3,56295,289,8,20754,22.67,1
42,784777,29.67,1,540,3,64208,205,5,69132,8.81,0
50,417783,13.23,3,848,2,18635,326,14,20212,4.84,1
53,619095,9.71,3,839,1,43150,305,11,27239,4.4,1
48,673936,7.14,1,312,2,33076,360,12,46087,6.84,0
31,919084,14.07,1,553,3,699,158,6,67419,7.34,0
18,490455,4.77,3,780,3,58048,358,1,27640,5.64,1
63,688689,0.84,3,816,1,59967,106,2,66690,9.68,1
33,252117,36.21,2,693,2,3809,82,7,57441,22.78,1
63,793068,6.21,4,821,1,24210,342,2,38173,4.81,1
20,353936,34.92,1,519,2,49465,270,5,38061,10.75,0
52,413444,35.89,4,840,3,5823,49,11,53351,12.9,1
58,233286,24.21,3,861,1,55804,206,9,52849,22.65,1
23,581340,13.94,4,758,1,27494,218,5,51239,8.81,1
42,470985,6.53,1,427,2,64220,306,12,16691,3.54,0
30,66032,33.16,1,604,2,10416,164,3,6664,10.09,1
51,524910,27.06,4,705,2,22722,279,11,6190,1.18,1
25,315830,29.5,1,567,3,24944,322,13,20674,6.55,0
38,883413,0.39,2,328,2,51660,231,6,3590,0.41,0
51,643090,41.74,3,776,3,60021,199,7,49008,7.62,1
21,940313,2.98,3,823,2,21262,214,10,40105,4.27,1
42,254337,16.51,1,581,2,28933,284,14,47311,18.6,0
32,192857,18.12,3,767,3,17306,276,11,2163,1.12,1
21,449763,0.06,2,506,2,51847,185,10,23094,5.13,0
62,324962,22.37,1,571,3,90137,210,11,5168,1.59,0
29,906854,33.88,2,608,3,75927,121,8,43744,4.82,1
49,354071,37.05,2,474,2,77295,216,3,19526,5.51,0
49,741041,39.57,3,859,2,55487,97,11,20988,2.83,1
45,361609,21.95,3,769,1,25326,119,4,69167,19.13,1
30,765222,28.38,4,897,2,6600,282,10,8653,1.13,1
48,770887,3.58,2,488,1,1734,106,4,52862,6.86,0
31,657509,21.96,3,704,2,14159,318,2,67404,10.25,1
37,319477,6.97,2,685,3,70450,142,7,26265,8.22,1
35,146457,16.63,4,829,3,4176,323,12,577,0.39,1
46,298720,14.82,2,302,1,38310,268,4,72800,24.37,0
23,139875,19.06,1,650,2,26031,291,4,3765,2.69,1
49,845837,25.72,4,742,1,32107,167,13,59888,7.08,1
46,900432,40.63,4,832,2,22844,160,12,24938,2.77,1
60,486995,17.75,2,477,2,30496,231,8,33225,6.82,0
19,575889,44.15,2,565,3,88719,14,6,52714,9.15,0
40,874378,34.16,3,854,1,50054,193,6,35879,4.1,1
36,334260,23.02,1,323,3,90912,155,11,37676,11.27,0
48,537965,28.98,4,721,3,66138,101,9,70505,13.11,1
22,530472,4.6,4,788,3,12856,60,4,14203,2.68,1
36,648474,38.0,4,702,1,79898,43,9,20932,3.23,1
51,869326,26.21,3,843,2,10705,193,1,69620,8.01,1
27,709995,44.37,1,457,2,22516,311,11,16493,2.32,0
42,813897,28.64,4,811,1,56658,109,9,56904,6.99,1
19,601042,37.54,4,870,2,37587,93,1,66768,11.11,1
28,249047,35.99,3,703,1,93179,216,7,65777,26.41,1
48,112850,15.55,2,406,1,96916,163,6,10831,9.6,0
32,916197,11.68,4,739,2,2970,351,7,48216,5.26,1
26,760479,19.37,1,571,3,4858,234,9,26618,3.5,0
40,374835,21.03,1,531,1,38836,351,10,55874,14.91,0
36,583159,10.8,1,660,1,77295,167,4,55207,9.47,1
26,213946,40.26,1,537,1,65238,148,12,26729,12.49,0
52,490949,24.41,3,771,1,50350,28,9,54759,11.15,1
38,835943,44.03,4,787,2,40658,259,3,42909,5.13,1
26,887392,36.45,3,715,2,53192,86,10,40925,4.61,1
45,986325,25.01,1,673,1,75221,108,11,26072,2.64,1
63,872208,42.62,1,390,3,93539,117,11,18840,2.16,0
24,269200,22.72,1,319,2,55704,364,9,19831,7.37,0
33,745527,39.92,3,878,3,37139,15,13,42366,5.68,1
33,326606,16.12,1,511,3,69959,211,1,73364,22.46,0
50,474598,17.04,4,783,1,92606,318,14,27325,5.76,1
21,503410,18.82,1,638,2,48845,31,5,26089,5.18,1
21,778741,24.6,4,884,1,5561,282,10,68460,8.79,1
56,576862,24.91,4,825,1,40931,185,5,62407,10.82,1
57,646360,22.34,1,350,3,51237,66,1,38704,5.99,0
34,455126,13.77,3,717,3,34130,316,1,65423,14.37,1
54,224603,41.72,2,636,3,5831,63,3,20615,9.18,1
56,700546,26.49,2,652,1,21600,228,9,16712,2.39,1
46,698173,18.35,4,816,1,75539,101,7,17067,2.44,1
53,754172,29.3,3,823,1,33217,356,6,44292,5.87,1
55,760885,34.56,2,327,1,94238,139,9,32892,4.32,0
56,884714,43.23,1,644,1,31274,119,4,754,0.09,1
54,129779,22.48,1,440,1,33308,57,4,40883,31.5,0
52,38557,5.04,4,305,1,84828,131,3,34375,89.15,0
24,179132,19.83,3,856,1,79535,37,5,39294,21.94,1
44,472082,21.55,3,805,2,84582,111,5,3579,0.76,1
45,354248,40.36,2,418,2,68788,153,12,19230,5.43,0
39,776265,17.77,2,436,2,26060,250,14,68475,8.82,0
31,497793,42.9,1,328,2,10347,242,10,42887,8.62,0
24,681440,21.83,4,865,1,96442,208,7,13876,2.04,1
54,164926,43.82,3,364,1,91209,170,7,62743,38.04,0
39,928445,0.37,2,355,3,26138,257,6,9702,1.04,0
22,743055,40.45,2,585,3,27870,279,4,49122,6.61,0
19,702385,41.9,4,813,2,72585,363,7,23292,3.32,1
44,204054,43.25,4,795,3,64754,113,14,24117,11.82,1
38,585369,0.59,1,676,2,67841,175,2,5887,1.01,1
55,941872,7.73,4,886,1,57873,89,13,13673,1.45,1
32,774981,29.42,1,514,1,83491,135,12,14509,1.87,0
38,401325,1.15,1,530,3,52733,294,9,74929,18.67,0
27,833526,2.86,4,757,1,19664,303,7,37937,4.55,1
40,983544,9.95,4,837,1,78769,359,2,46191,4.7,1
56,348910,23.06,4,848,2,18214,206,10,3282,0.94,1
22,889485,24.57,4,883,3,32903,318,2,74347,8.36,1
18,175063,1.54,4,725,1,95421,73,13,51865,29.63,1
30,807733,7.67,1,570,3,59441,259,6,47660,5.9,0
38,703970,22.49,2,508,1,23645,358,11,12925,1.84,0
43,625751,26.73,3,862,2,62859,148,7,64967,10.38,1
62,710038,6.68,3,788,1,76588,225,9,28469,4.01,1
38,306610,17.95,1,570,3,68171,105,4,28380,9.26,0
35,493656,40.7,1,396,3,53966,44,8,61655,12.49,0
54,978379,44.95,2,374,2,90357,356,14,57963,5.92,0
62,46081,44.42,4,387,1,70599,26,10,54256,117.74,0
49,44354,39.68,1,305,2,78343,304,13,16665,37.57,0
53,637585,17.76,3,855,3,63253,261,2,13634,2.14,1
34,824732,30.9,4,762,2,12960,59,6,44338,5.38,1
52,84384,18.75,1,328,1,79883,61,4,4933,5.85,0
28,901459,29.18,4,747,1,83046,305,8,16206,1.8,1
38,665972,13.92,3,890,2,17770,70,9,51112,7.67,1
43,867324,27.28,4,885,3,84866,271,2,49542,5.71,1
21,55525,23.57,1,503,3,41380,257,7,70720,127.37,0
51,964036,1.1,1,577,2,89794,125,7,20745,2.15,0
35,26464,35.58,3,326,1,61539,19,8,2054,7.76,0
57,560850,0.54,2,384,1,79523,119,13,8360,1.49,0
52,913824,13.19,2,634,1,35161,320,5,34935,3.82,1
58,599802,0.27,4,884,1,50864,66,11,40875,6.81,1
46,395572,16.93,1,509,3,23910,245,13,64738,16.37,0
46,132564,2.84,1,437,1,90994,57,3,12462,9.4,0
55,390191,41.11,3,721,2,45688,44,1,55425,14.2,1
59,487435,18.71,3,871,2,16033,12,4,21567,4.42,1
38,576922,20.68,1,639,2,30134,236,3,45007,7.8,1
59,806492,15.74,3,782,2,2047,24,2,58642,7.27,1
30,815701,28.24,2,455,1,19815,257,6,46065,5.65,0
58,214215,35.3,2,528,3,31056,284,7,50369,23.51,0
34,567353,29.17,4,749,1,87280,324,10,70164,12.37,1
26,285039,33.67,3,878,3,80946,361,7,11192,3.93,1
58,363003,40.77,4,828,1,88086,251,12,72240,19.9,1
18,687712,38.86,3,861,3,16403,94,8,51766,7.53,1
19,987241,30.33,3,862,2,24131,22,13,34905,3.54,1
46,124127,9.66,2,517,2,94886,157,14,23696,19.09,0
50,116426,28.7,1,616,3,87489,89,2,63206,54.29,0
27,969520,22.77,3,729,3,18077,202,14,6959,0.72,1
57,212376,32.27,3,775,3,42807,197,11,2273,1.07,1
38,31962,37.48,3,503,2,14565,45,12,60295,188.65,0
45,53302,33.42,1,515,2,75861,79,10,3019,5.66,0
28,367526,38.1,4,867,1,16740,39,13,67752,18.43,1
51,24011,2.87,4,522,3,31635,284,6,19629,81.75,0
25,936148,1.42,3,892,3,39380,155,13,57199,6.11,1
39,39782,11.63,3,592,3,3091,149,6,297,0.75,0
25,218763,40.53,4,891,2,17901,343,10,14579,6.66,1
32,664942,37.06,4,828,3,89780,52,12,13555,2.04,1
34,452941,30.72,2,698,3,8065,251,1,21586,4.77,1
40,553484,31.53,3,712,2,13830,147,2,34226,6.18,1
41,63459,32.7,4,856,3,29653,329,13,3547,5.59,1
62,631533,42.42,2,600,1,8401,350,9,46623,7.38,0
36,542829,37.45,1,559,2,19036,258,8,27704,5.1,0
22,623151,28.05,3,891,2,14255,273,12,3665,0.59,1
49,929638,29.96,4,714,2,86753,125,13,31100,3.35,1
61,794751,9.62,3,803,1,48948,204,4,53085,6.68,1
18,383154,29.58,2,503,2,2142,256,6,42320,11.05,0
40,52769,19.11,4,483,2,18665,131,2,6141,11.64,0
54,389673,6.88,1,516,2,47702,21,12,50892,13.06,0
25,800721,36.29,1,390,2,37360,78,5,65008,8.12,0
30,44700,22.96,2,497,1,36426,335,2,22142,49.53,0
25,791152,43.98,1,698,3,42681,51,13,50695,6.41,1
40,755716,12.68,1,338,3,3758,362,5,21629,2.86,0
60,251237,21.63,1,496,2,81955,361,7,27244,10.84,0
18,811701,20.16,1,378,1,84714,266,7,63748,7.85,0
62,928063,5.44,1,516,2,37648,116,9,65199,7.03,0
41,326024,19.18,1,615,3,19768,55,3,44771,13.73,1
52,134003,12.94,1,393,3,40385,292,12,7938,5.92,0
41,159392,7.21,4,471,1,22646,51,4,56005,35.14,0
34,69589,12.7,1,342,3,37974,330,9,45619,65.55,0
22,270606,10.5,4,831,2,51418,273,14,53104,19.62,1
37,751636,33.03,3,776,1,37265,254,8,6494,0.86,1
38,580185,1.38,2,531,3,94534,61,12,25958,4.47,0
57,209637,27.79,1,338,2,63070,347,7,4118,1.96,0
48,706290,34.23,2,353,1,56920,351,8,12502,1.77,0
63,732593,21.63,1,450,2,95543,225,9,1189,0.16,0
53,233893,41.92,4,887,3,45511,336,12,47244,20.2,1
28,820812,31.85,1,609,2,95008,103,4,32114,3.91,1
32,752256,33.66,3,885,1,80458,48,5,56640,7.53,1
36,90934,8.86,2,617,2,85412,225,9,66333,72.95,0
24,600118,34.98,2,434,3,98042,342,7,70682,11.78,0
45,287673,37.44,3,872,1,76098,233,14,55830,19.41,1
60,796652,16.26,4,712,1,36579,70,4,50013,6.28,1
22,376742,9.6,4,880,3,99990,47,6,73712,19.57,1
22,777582,17.33,3,814,2,40006,228,11,67051,8.62,1
47,102987,33.28,2,520,2,73298,10,1,15452,15.0,0
49,593466,18.79,1,338,3,73040,185,1,52087,8.78,0
25,158009,33.15,4,783,1,42705,80,9,48394,30.63,1
27,404096,5.11,1,541,3,9642,13,8,1370,0.34,0
55,584174,36.27,2,520,1,81540,314,13,14069,2.41,0
64,593987,11.39,1,445,1,27874,340,1,41659,7.01,0
49,620684,11.2,3,849,2,8656,324,13,8117,1.31,1
45,634966,26.57,4,863,3,46223,84,11,43688,6.88,1
34,569567,3.16,4,804,1,78442,86,2,43454,7.63,1
48,451322,1.18,3,880,2,42686,157,13,31238,6.92,1
25,130776,11.75,3,811,3,14964,144,4,5365,4.1,1
57,645732,24.21,4,771,3,95652,63,1,65627,10.16,1
42,388444,40.84,4,702,1,59089,43,2,16856,4.34,1
26,133793,38.09,4,489,1,56193,158,5,53635,40.09,0
19,398422,22.07,2,628,1,33849,185,8,54279,13.62,1
32,230809,1.67,2,563,3,59839,286,6,1112,0.48,0
20,191616,24.09,2,521,1,43096,323,6,58252,30.4,0
53,385391,31.72,1,631,3,17405,24,4,60259,15.64,1
21,262262,15.26,2,473,2,77574,357,2,11409,4.35,0
31,553285,5.0,4,791,3,16418,205,3,24003,4.34,1
58,126102,12.54,2,405,1,52910,362,13,67926,53.87,0
58,892143,34.72,4,748,3,86015,224,6,15361,1.72,1
42,398189,15.81,3,742,1,37920,101,6,16848,4.23,1
27,585148,36.54,1,693,2,61900,204,5,47566,8.13,1
38,285369,14.38,1,696,1,71042,8,6,17457,6.12,1
53,654402,7.36,3,884,1,20761,172,11,70983,10.85,1
29,996974,19.61,4,701,1,83494,208,6,39960,4.01,1
44,657506,20.35,1,620,1,30916,96,13,15059,2.29,1
57,542070,0.72,2,385,1,12950,162,1,51493,9.5,0
19,907196,5.27,4,796,1,78237,291,6,52673,5.81,1
30,127041,8.32,1,565,2,65157,96,5,69593,54.78,0
49,394368,5.11,3,762,2,39966,306,8,56850,14.42,1
48,345800,15.37,4,802,3,26744,145,9,62314,18.02,1
33,465096,43.41,1,553,1,53019,258,14,23489,5.05,0
49,736438,22.92,3,898,3,27528,300,6,67193,9.12,1
49,501862,28.24,4,760,2,58591,102,13,71450,14.24,1
51,96290,16.04,2,300,2,33480,177,12,65388,67.91,0
28,76633,14.56,4,453,1,72922,328,12,73510,95.92,0
27,833087,1.04,2,560,1,75704,110,10,16976,2.04,0
32,141118,22.52,4,734,3,75441,198,4,42393,30.04,1
34,718961,21.76,3,824,2,3117,129,3,13306,1.85,1
57,23114,7.1,2,696,3,86808,359,10,21962,95.02,0
35,832934,34.39,2,326,3,10026,137,12,229,0.03,0
26,69768,22.17,4,839,3,44608,27,1,23475,33.65,1
42,330272,15.25,1,649,1,23586,137,7,3980,1.21,1
57,433244,6.61,2,605,2,96033,164,5,46344,10.7,1
31,993069,24.85,4,886,3,29611,349,4,740,0.07,1
42,103123,33.88,3,858,2,10102,356,9,19559,18.97,1
39,652543,12.69,4,768,2,48686,131,7,37818,5.8,1
47,186405,9.85,4,864,3,68837,151,10,51800,27.79,1
37,23174,23.49,2,557,3,99156,246,13,38155,164.65,0
38,137769,6.99,1,401,1,64768,110,8,32273,23.43,0
61,317542,30.0,3,898,2,27148,73,4,37340,11.76,1
49,449145,27.24,2,492,3,95766,286,10,6595,1.47,0
63,155393,3.92,2,558,3,40424,275,12,13186,8.49,0
38,405693,1.64,2,685,2,66977,358,10,12573,3.1,1
52,771331,27.91,3,741,3,79617,67,8,17570,2.28,1
49,786868,13.24,1,598,2,74332,50,4,69754,8.86,0
47,206493,3.89,3,320,3,14625,304,1,73185,35.44,0
56,616923,34.17,3,744,2,52734,3,11,17520,2.84,1
29,830192,14.13,1,575,3,92181,226,8,31954,3.85,0
58,948864,20.68,3,870,3,94261,66,1,19805,2.09,1
64,685673,10.66,4,877,1,61591,155,13,65538,9.56,1
35,937106,28.23,3,742,2,5665,362,12,17276,1.84,1
38,787166,13.57,2,323,1,80583,111,3,73419,9.33,0
30,237070,43.56,3,781,3,95713,296,7,62069,26.18,1
38,419017,31.63,2,383,2,72153,256,3,63345,15.12,0
25,820562,6.15,3,759,2,14387,274,13,32602,3.97,1
63,951775,18.75,2,587,3,77465,155,8,27576,2.9,0
57,429291,17.34,2,421,3,2522,139,5,52706,12.28,0
63,515671,24.04,2,304,3,29160,167,3,55222,10.71,0
24,389359,37.89,1,685,3,41733,19,5,32370,8.31,1
40,170056,26.25,3,853,2,71621,345,5,44618,26.24,1
61,894527,2.77,3,724,1,13890,223,8,58316,6.52,1
49,867374,29.49,4,877,2,25268,57,12,15318,1.77,1
28,163933,0.37,4,785,2,24119,294,9,56110,34.23,1
39,118970,35.1,4,866,2,43839,133,6,28319,23.8,1
39,102203,30.0,3,385,2,3768,338,10,41240,40.35,0
60,212319,13.9,1,374,3,76380,292,3,18083,8.52,0
42,220173,13.16,2,566,1,28854,344,2,62521,28.4,0
39,521946,35.92,3,890,2,55714,205,11,11080,2.12,1
45,696337,35.25,1,551,2,85158,119,3,2885,0.41,0
46,463833,15.85,1,367,1,4609,253,9,36348,7.84,0
30,994977,13.45,3,796,3,2600,85,7,72732,7.31,1
35,237726,25.19,2,445,2,75540,185,11,67788,28.52,0
19,894609,0.38,1,663,3,27021,225,11,70177,7.84,1
46,617190,3.72,3,821,2,54651,148,9,18741,3.04,1
38,112172,5.68,2,341,2,16783,280,13,12816,11.43,0
32,690990,8.34,4,759,1,78052,227,6,65178,9.43,1
44,564344,23.04,1,449,1,14933,286,8,42892,7.6,0
48,158454,44.65,1,361,3,18390,284,10,52567,33.17,0
32,75739,29.37,3,554,2,14103,181,11,41969,55.41,0
40,888117,2.76,3,830,3,71756,109,9,29914,3.37,1
41,68639,23.65,2,626,1,41353,135,3,54861,79.93,0
61,473054,22.35,4,890,1,79887,291,7,18463,3.9,1
30,459257,6.49,4,820,1,51125,290,9,35483,7.73,1
39,807424,41.41,3,719,1,88122,103,2,72484,8.98,1
60,616682,19.83,3,898,1,93970,201,12,1339,0.22,1
54,349801,44.76,2,626,3,71808,117,7,12783,3.65,1
50,833592,18.9,3,853,3,22806,332,5,6615,0.79,1
20,851588,27.36,2,430,1,84108,310,8,742,0.09,0
36,202447,4.71,2,470,2,87331,29,4,30211,14.92,0
40,368586,20.44,4,844,2,42832,27,1,66270,17.98,1
46,694932,10.74,2,639,2,76691,13,11,13945,2.01,1
47,400069,37.6,4,797,2,32816,42,13,56992,14.25,1
56,24136,35.28,4,480,2,6980,224,10,1807,7.49,0
61,81868,37.09,4,879,1,29049,21,8,13286,16.23,1
64,364407,32.56,3,860,3,85446,136,6,67290,18.47,1
42,838599,37.47,4,759,1,66164,326,13,40127,4.79,1
54,130957,9.04,2,514,2,43193,221,8,5858,4.47,0
64,559767,20.34,3,767,2,83944,145,3,33793,6.04,1
25,139392,31.13,2,660,3,22944,10,8,54362,39.0,1
59,706736,28.68,3,891,1,22460,225,8,36323,5.14,1
33,680183,32.24,2,524,3,88041,141,12,11909,1.75,0
25,800516,10.09,1,691,2,82882,106,1,64628,8.07,1
18,221528,4.43,1,496,2,93428,268,4,63644,28.73,0
61,826017,41.26,1,460,3,43422,194,7,21203,2.57,0
22,254847,25.21,2,548,2,20804,128,13,70103,27.51,0
20,954776,6.92,3,852,1,52746,213,14,59884,6.27,1
18,833051,35.7,4,898,2,48281,151,11,43721,5.25,1
21,881501,41.17,4,810,2,30689,180,1,39663,4.5,1
57,322039,7.63,2,690,1,88072,317,3,27031,8.39,1
52,285864,36.78,2,358,2,90279,26,3,39851,13.94,0
49,301411,42.0,2,332,3,83662,15,6,35398,11.74,0
59,166768,42.23,2,340,3,81329,22,5,56095,33.64,0
51,705328,41.14,4,860,2,9312,345,12,20617,2.92,1
60,335508,24.59,3,728,1,13950,65,11,65335,19.47,1
42,436561,16.03,4,866,1,39867,251,7,6662,1.53,1
27,71567,0.33,2,484,3,7422,21,3,57030,79.69,0
38,111229,2.74,1,660,2,36011,233,11,26048,23.42,1
63,999111,19.3,4,800,1,46680,16,1,39044,3.91,1
56,432601,17.97,1,520,1,50722,272,11,46443,10.74,0
44,496874,8.31,1,619,3,96023,205,3,61379,12.35,1
44,219316,17.8,2,385,3,5778,298,8,25944,11.83,0
19,740785,7.86,4,765,1,65365,160,5,34488,4.66,1
58,884950,38.2,3,813,3,67018,41,3,74770,8.45,1
30,627132,13.42,4,821,1,21880,108,14,69024,11.01,1
